conditionCode,conditionName,applicable_gender,pediatric_assessment,presentingComplaint1,presentingComplaint2,presentingComplaint3,presentingComplaint4,presentingComplaint5,presentingComplaint6,presentingPart1,presentingPart2,presentingPart3,presentingPart4,presentingPart5,presentingPart6,assessmentQuery1,assessmentQuery2,assessmentQuery3,assessmentQuery4,assessmentQuery5,assessmentQuery6,assessmentQuery7,assessmentQuery8,source,auxilliaryQuery1,auxilliaryQuery2,auxilliaryQuery3,prevalence_DecisionWeight
C215,Psychogenic polydipsia,All,FALSE,Drinking >3-4L water,Excessive urination,Poor sleep,Headaches,,,Head,,,,,,"Have you noticed that you drink large amounts of water throughout the day, often more than 3-4 liters?",Have you experienced excessive urination after drinking large amounts of water?,"Does your excessive water intake interfere with your daily activities, like work or sleep?","Does your excessive water intake interfere with your daily activities, like work or sleep?","Do you drink water as a way to reduce anxiety, stress, or other emotional discomforts?",,,,https://bestpractice.bmj.com/topics/en-gb/865?q=Psychogenic%20polydipsia&c=suggested,Have you ever been hospitalized for low sodium levels or an electrolyte imbalance related to drinking too much water?,,,0.19%
C216,Pterygium,All,FALSE,Tearing ,Burning sensation ,Blurred vision ,Irritation ,Redness ,Mass on white part of eye,Eye ,,,,,,Have you experienced any discomfort or irritation in your eye ?,"Are you having any issues with your vision , such as blurriness or distortion  ?",Have you noticed a wing-shaped growth of tissue from the white part of your eye onto the clear part (the cornea)?,"Do you spend a lot of time outdoors, especially in sunny or windy conditions?",Do you have any history of eye conditions or surgeries ?,,,,https://bestpractice.bmj.com/topics/en-gb/963,,,,1 to 30%
C217,Pulmonary embolism,All,FALSE,Difficulty breathing ,Sharp pain,Heart racing,dizziness,Swelling in legs,,Lungs,Chest,Legs,,,,"Do you suddenly feel short of breath, even when resting or doing minimal activity?","Was your chest pain sudden, and did it worsen significantly when you took a deep breath or coughed?",Have you noticed a rapid or irregular heartbeat that wasn't there before?,"Do you often feel lightheaded or dizzy, and have you fainted recently?",Have you recently coughed up blood?,"Have you had swelling, pain, or tenderness in one of your legs, particularly in the calf or thigh?",,,https://bestpractice.bmj.com/topics/en-gb/3000115?q=Pulmonary%20embolism&c=suggested,"Have you recently had surgery, been on bed rest, or traveled long distances, sitting for extended periods of time?",Do you have a personal or family history of blood clots or clotting disorders?,,"17 to 25 per 100,000"
C218,Pulmonary tuberculosis,All,FALSE,Cough ,Fever ,Night sweating ,Fatigue ,Chest pain,Chills,Lungs,Bone,Brain,Abdomen ,Skin,,Are you experiencing any chest pain or discomfort?,Have you noticed any unexplained weight loss or loss of appetite?,Have you been experiencing difficulty breathing or shortness of breath? ,"Have you had a cough, trouble breathing, or other lung-related symptoms for more than 3 weeks? ",Do you have any history of lung disease? ,"Do you work in mining, construction, or sandblasting, where you may be exposed to dust?",,,https://bestpractice.bmj.com/topics/en-gb/165,Have you been in close contact with anyone diagnosed with TB?,Do you have any history of previous TB infections?,,
C219,Raynaud's phenomenon,All,FALSE,Discoloration of fingers,Numb and cold fingers,Cold and numb toes,,,,Fingers,Toes,,,,,"Have you noticed that your fingers or toes change color (such as turning white, blue, or red) when exposed to cold or stress?",Do your fingers or toes feel painful or tingly when they warm up after being cold?,Have you had difficulty moving your fingers or toes after they’ve been cold or numb?,"Have you experienced a distinct pattern of your fingers or toes turning white, then blue, and finally red, especially when exposed to cold or stress?",,,,,https://bestpractice.bmj.com/topics/en-gb/193?q=Raynaud%27s%20phenomenon&c=suggested,1-5%,,,
C220,Aphthous stomatitis,All,FALSE,Ulcer,Redness ,Recurring wounds ,Difficulty in drinking , Difficulty in eating,Pain ,cheeks ,Tounge,Gums,Inner lips,,,Do you feel pain when eating? ,Do you feel pain when drinking? ,Do you have an ulcer or sore in your mouth? ,Have you experienced any trauma or injury to your mouth? ,Does anyone in your family have a history of similar mouth problems or ulcers?,,,,https://bestpractice.bmj.com/topics/en-gb/564,,,,20%
C221,Renal cell carcinoma,All,FALSE,Blood in urine,Lower back pain,Adbominal lump,Swelling in legs,,,Abdomen,Lowerback,legs,,,,Have you noticed blood in your urine (even if it happens only occasionally)?,"Do you feel a persistent pain or discomfort in your side, lower back, or abdomen?",Have you experienced unexplained weight loss recently?,Do you have a history of high blood pressure or have you been diagnosed with it recently?,Have you experienced swelling in your legs or ankles?,,,,https://bestpractice.bmj.com/topics/en-gb/261?q=Renal%20cell%20carcinoma&c=suggested,Have you noticed a lump or mass in your side or abdomen?,,,"2-3/100,000"
C222,Restless leg syndrome,All,FALSE,Tingling sensation,Cramping sensation,Urge to move the legs,Difficulty in sleeping ,,,Lowe limb,Leg,Upper limb,,,,"Do your symptoms tend to get worse later in the day, especially before sleep? ","Does movement, stretching, or massage help relieve your symptoms? ","Do you have any conditions that cause iron deficiency, such as end-stage kidney disease or issues absorbing nutrients? ",Do you consume alcohol? ,Do you consume caffeine? ,"Are you taking any medications like antidepressants, antihistamines, or metoclopramide? ",,,https://bestpractice.bmj.com/topics/en-gb/65,Does anyone in your family have a history of the same symptoms or condition?,,,
C223,Rheumatoid arthritis,All,FALSE,Joint stiffness,Swelling in joints,,,,,Joints,,,,,,"Do you experience pain or stiffness in your joints, especially in the morning, that lasts for more than 30 minutes?","Have you noticed swelling in multiple joints, such as your wrists, hands, or knees?","Have you experienced a decreased ability to move or use your joints, especially after periods of rest?","Have you noticed any lumps or bumps under the skin, especially near the elbows? (RA nodules)",,,,,https://bestpractice.bmj.com/topics/en-gb/105?q=Rheumatoid%20arthritis&c=suggested,Have you been diagnosed with rheumatoid factor or anti-CCP antibodies in your blood tests?,,,0.28%-0.5%
C224,Rosacea,All,FALSE,Facial redness ,Bumps and pimples ,Irritation in eye,Tearing,Dry skin,Pus filled acne,Cheeks,Nose,Eyes ,Eyelids,Chest,Forehead ,Have you noticed any redness or flushing on your skin? ,"Do you have small, red bumps (papules) on your face? ","Have you developed any raised, thick patches of skin (plaque formation)? ","Are these symptoms mostly on your cheeks, chin, nose, or the center of your forehead? ","Do you feel like there’s something in your eye, with symptoms like tearing, pain, or blurry vision? ",Do you have a lighter skin type? ,"Have you been exposed to triggers like hot baths/showers, extreme temperatures, sunlight, alcohol, or emotional stress recently? ",,https://bestpractice.bmj.com/topics/en-gb/102,,,,
C225,Roseola,All,FALSE,High fever,Pinkish-red rash,Cold,,,,Body,Back skin,throat,Chest skin,Skin,,Did your child have a sudden high fever that lasted for three to five days?,"Is the rash made up of small, flat spots and doesn't cause itching?","Did the fever resolve suddenly, followed by the appearance of a pinkish-red rash?","Is the rash mostly on the chest, back, and stomach but not on the face?",Did your child have only mild cold-like symptoms (such as a runny nose or sore throat) before the fever?,,,,https://bestpractice.bmj.com/topics/en-gb/756?q=Roseola&c=suggested,Has your child been around someone who recently had roseola?,,,12% children
C226,Rotator cuff injury,All,FALSE,Shoulder pain ,Shoulder weakness ,Difficulty moving the arm,,,,Shoulder joint,Clavicle ,Scapula ,Rotator cuff muscles ,Tendons,Bursa,Does your pain get worse when you raise your arms overhead? ,Do you feel a grinding sensation when you rotate your shoulder outward? ,Have you noticed a loss of movement or difficulty moving your shoulder on your own? ,Do you feel pain and weakness when you rotate your shoulder outward during a test or activity? ,Do you experience pain in your shoulder near the deltoid muscle (the muscle covering the top of your shoulder)?,Have you had any previous shoulder injuries or surgeries? ,,,https://bestpractice.bmj.com/topics/en-gb/586,,,,"9.7% - <20 years.
80% > 60 years old."
C227,Rubella,All,FALSE,Fever,Face rash,Body Rash,Neck lumps,Joint pain,Cold,Skin,Face,Joints,,,,Have you had a mild fever in the last few days?,"Did you develop a rash that started on your face and spread downward, following a day or two of mild fever?",Have you experienced any swelling or tenderness in the glands behind your ears or at the back of your neck?,"Have you felt pain or swelling in your joints, especially your hands, wrists, or knees?","Have you had symptoms like a runny nose, cough, or sore throat recently?",,,,https://bestpractice.bmj.com/topics/en-gb/1167?q=Rubella&c=suggested,,,,"1.2/1,000,000"
C228,Sarcoidosis,All,FALSE,Dry Cough ,Difficulty Breathing ,Pain in joints  ,Blurred vision,Fatigue ,,Lungs ,Skin,Joints,Eyes,Lymph nodes,,Do you often feel chronic fatigue or extreme tiredness? ,Do you experience wheezing or difficulty breathing? ,Have you noticed swelling or lumps in your neck (cervical lymphadenopathy)? ,Do you have sensitivity to light (photophobia)? ,Do you have a red and painful eye? ,Have you been experiencing blurred vision? ,"Do you have tender, red bumps on your legs or lower extremities? ",,https://bestpractice.bmj.com/topics/en-gb/109,Is there a family history of sarcoidosis in your family?,,,1 - 10 per 100000 population 
C229,Scabies,All,FALSE,Itching,Skin lessions,Itchy Rash,"Holes on palms, fingers","Burrows on finger,palm",Burrows on skin,Skin folds,Finger webs,Groin,Chest,,,Have you noticed an intense itching that gets worse at night?,"Do you have small red bumps or blisters on your skin, especially between your fingers, wrists, or around your waist?",Have other people in your household or close contacts also developed similar itching or rash recently?,"Do you have thin, irregular burrow tracks on your skin, especially between your fingers or in skin folds?",,,,,https://bestpractice.bmj.com/topics/en-gb/124?q=Scabies&c=suggested,,,,6-20%
C230,Seasonal affective disorder,All,FALSE,Sad mood ,Loss of interest ,Feelings of hopelessness ,Feeling of helplessness ,Feeling of worthlessness ,Thoughts of suicide,Nervous system,,,,,,Do you tend to sleep more than usual during certain seasons? ,"Do you experience increased cravings for carbohydrates (like bread, pasta, or sweets)? ",Have you noticed weight gain during specific times of the year? ,"Have you experienced a period where your mood was unusually elevated, extremely happy, or very irritable for an extended time? ",Have you felt an extreme sense of confidence or believed you were capable of more than usual? ,"During these times, did you need much less sleep than you normally do? ",,,https://bestpractice.bmj.com/topics/en-gb/985/history-exam,"Do you experience episodes of depression, mania, or low energy during certain seasons? ","During autumn or winter, do you feel more tired, hungry, irritable, or find it harder to move or feel heaviness in your limbs?",,0.4 - 2.9%
C231,Seborrhoeic dermatitis,All,FALSE,Itching ,Scaling,White flakes,Redness,,,Scalp,Gabella,Nasolabial fold,Postauricular area,,,Do you often feel itching on your scalp? ,Has the itching on your scalp ever led to bleeding? ,"Do you have red, greasy patches or scales on your scalp? ","Do you have red, greasy patches or scales in the fold between your nose and mouth (nasolabial fold)? ","Do you have red, greasy patches or scales on the area between your eyebrows (glabella)? ","Do you have red, greasy patches or scales behind your ears? ",Have you been diagnosed with HIV or AIDS?,,https://bestpractice.bmj.com/topics/en-gb/89,,,,1-2%
